Bar,Date,Time,Open,High,Low,Close
126,04/30/12,00:00,612.99,616.082,600.61,604.85
127,05/01/12,00:00,603.79,611.60,600.19,604.43
128,05/02/12,00:00,601.20,608.11,600.61,607.26
129,05/03/12,00:00,609.62,614.83,608.95,611.02
130,05/04/12,00:00,605.92,607.8885,596.81,596.97
131,05/07/12,00:00,595.00,610.57,595.00,607.55
132,05/08/12,00:00,605.53,616.90,600.70,612.79
133,05/09/12,00:00,606.82,616.38,601.81,609.15
134,05/10/12,00:00,612.96,616.19,610.23,613.66
135,05/11/12,00:00,610.35,614.55,604.77,605.23
136,05/14/12,00:00,600.78,608.50,600.58,604.00
137,05/15/12,00:00,605.35,615.00,603.75,611.11
138,05/16/12,00:00,617.96,630.10,615.94,628.93
139,05/17/12,00:00,633.83,637.85,621.23,623.05
140,05/18/12,00:00,625.10,632.42,596.70,600.40
141,05/21/12,00:00,600.51,615.694,600.00,614.11
142,05/22/12,00:00,613.44,613.81,596.00,600.80
143,05/23/12,00:00,601.65,609.60,597.12,609.46
144,05/24/12,00:00,609.16,611.92,598.868,603.66
145,05/25/12,00:00,601.00,601.73,588.28,591.53
146,05/29/12,00:00,595.81,599.13,588.32,594.34
147,05/30/12,00:00,588.16,591.90,583.53,588.23
148,05/31/12,00:00,588.72,590.00,579.00,580.86
149,06/01/12,00:00,571.79,572.65,568.35,570.98
150,06/04/12,00:00,570.22,580.49,570.01,578.59
151,06/05/12,00:00,575.45,578.13,566.47,570.41
152,06/06/12,00:00,576.48,581.97,573.61,580.57
153,06/07/12,00:00,587.60,587.89,577.25,578.23
154,06/08/12,00:00,575.85,581.00,574.58,580.45
155,06/11/12,00:00,584.21,585.3175,566.69,568.50
156,06/12/12,00:00,569.77,570.30,558.58,565.10
157,06/13/12,00:00,561.72,567.00,558.68,561.09
158,06/14/12,00:00,561.30,565.07,556.5201,559.05
159,06/15/12,00:00,560.34,564.52,557.09,564.51
160,06/18/12,00:00,562.62,574.21,559.25,570.85
161,06/19/12,00:00,573.59,584.28,573.1201,581.53
162,06/20/12,00:00,579.81,580.00,573.51,577.51
163,06/21/12,00:00,579.84,579.84,563.73,565.21
164,06/22/12,00:00,568.00,571.48,565.82,571.48
165,06/25/12,00:00,567.33,568.0925,557.35,560.70
166,06/26/12,00:00,562.76,566.60,559.48,564.68
167,06/27/12,00:00,567.70,573.988,566.02,569.30
168,06/28/12,00:00,565.90,566.23,557.21,564.31
169,06/29/12,00:00,574.96,580.13,572.20,580.07
170,07/02/12,00:00,581.82,582.9998,576.50,580.47
171,07/03/12,00:00,580.01,588.41,578.00,587.83
172,07/05/12,00:00,588.76,600.06,588.54,595.92
173,07/06/12,00:00,592.45,593.52,582.82,585.98
174,07/09/12,00:00,584.95,588.60,581.25,586.01
175,07/10/12,00:00,590.19,592.43,578.74,581.70
176,07/11/12,00:00,576.30,577.85,564.94,571.19
177,07/12/12,00:00,567.12,571.93,562.09,570.48
178,07/13/12,00:00,572.15,579.1482,568.55,576.52
179,07/16/12,00:00,576.37,579.19,571.7808,574.92
180,07/17/12,00:00,578.43,580.67,568.40,576.73
181,07/18/12,00:00,576.98,583.69,576.13,580.76
182,07/19/12,00:00,586.14,598.48,586.00,593.06
183,07/20/12,00:00,608.76,612.94,598.18,610.82
184,07/23/12,00:00,600.48,618.35,598.25,615.51
185,07/24/12,00:00,615.00,617.93,604.34,607.57
186,07/25/12,00:00,608.32,613.38,605.37,607.99
187,07/26/12,00:00,615.00,616.87,610.03,613.36
188,07/27/12,00:00,618.89,635.00,617.50,634.96
189,07/30/12,00:00,636.05,642.60,629.50,632.30
190,07/31/12,00:00,628.26,636.50,628.22,632.97
191,08/01/12,00:00,637.30,639.5084,631.38,632.68
192,08/02/12,00:00,625.51,638.03,623.41,628.75
193,08/03/12,00:00,640.00,643.72,636.14,641.33
194,08/06/12,00:00,639.61,649.38,639.22,642.82
195,08/07/12,00:00,641.79,644.26,636.47,640.54
196,08/08/12,00:00,639.05,645.87,638.50,642.23
197,08/09/12,00:00,644.51,646.37,641.5202,642.35
198,08/10/12,00:00,638.59,642.24,636.13,642.00
199,08/13/12,00:00,647.42,660.15,646.68,660.01
200,08/14/12,00:00,659.25,672.85,659.00,668.66
201,08/15/12,00:00,670.28,674.25,664.10,667.54
202,08/16/12,00:00,667.51,674.64,667.08,672.87
203,08/17/12,00:00,674.12,677.25,671.70,677.14
204,08/20/12,00:00,675.50,678.87,672.66,675.54
205,08/21/12,00:00,673.11,678.00,662.168,669.51
206,08/22/12,00:00,667.38,680.60,666.698,677.18
207,08/23/12,00:00,674.27,680.48,671.00,676.80
208,08/24/12,00:00,675.60,680.45,674.08,678.63
209,08/27/12,00:00,662.99,672.00,659.24,669.22
210,08/28/12,00:00,665.00,677.62,664.74,677.25
211,08/29/12,00:00,677.37,688.99,676.15,688.01
212,08/30/12,00:00,684.24,687.39,680.18,681.68
213,08/31/12,00:00,684.00,688.58,680.04,685.09
214,09/04/12,00:00,684.55,685.00,673.50,681.04
215,09/05/12,00:00,680.00,686.50,679.14,680.72
216,09/06/12,00:00,685.96,699.89,684.7302,699.40
217,09/07/12,00:00,700.00,712.25,697.67,706.15
218,09/10/12,00:00,709.76,712.81,698.39,700.77
219,09/11/12,00:00,697.96,700.65,691.00,692.19
220,09/12/12,00:00,689.41,694.909,680.88,690.88
221,09/13/12,00:00,693.09,709.00,690.54,706.04
222,09/14/12,00:00,709.60,713.00,707.01,709.68
223,09/17/12,00:00,708.11,712.88,705.00,709.98
224,09/18/12,00:00,707.78,718.66,706.78,718.28
225,09/19/12,00:00,717.50,728.56,716.41,727.50
226,09/20/12,00:00,724.47,731.38,721.22,728.1166
227,09/21/12,00:00,732.21,734.92,730.12,733.99
228,09/24/12,00:00,731.00,750.04,730.25,749.38
229,09/25/12,00:00,753.05,764.89,747.66,749.16
230,09/26/12,00:00,749.85,761.24,741.00,753.46
231,09/27/12,00:00,759.95,762.84,751.65,756.50
232,09/28/12,00:00,754.15,759.30,751.15,754.50
233,10/01/12,00:00,759.05,765.00,756.21,761.78
234,10/02/12,00:00,765.20,765.99,750.27,756.99
235,10/03/12,00:00,755.72,763.92,752.20,762.50
236,10/04/12,00:00,762.75,769.89,759.40,768.05
237,10/05/12,00:00,770.71,774.38,765.005,767.65
238,10/08/12,00:00,761.00,763.58,754.15,757.84
239,10/09/12,00:00,759.67,761.319,742.53,744.09
240,10/10/12,00:00,741.86,747.528,738.29,744.56
241,10/11/12,00:00,752.90,758.50,750.29,751.48
242,10/12/12,00:00,751.85,754.87,744.10,744.75
243,10/15/12,00:00,741.94,743.83,730.701,740.98
244,10/16/12,00:00,740.13,746.99,736.4601,744.70
245,10/17/12,00:00,743.95,756.34,740.26,755.49
246,10/18/12,00:00,755.54,759.425,676.00,695.00
247,10/19/12,00:00,705.58,706.70,672.00,681.79
248,10/22/12,00:00,681.01,684.63,669.70,678.67
249,10/23/12,00:00,672.01,687.33,672.00,680.35
250,10/24/12,00:00,686.80,687.00,675.27,677.3022
251,10/25/12,00:00,680.00,682.00,673.51,677.76
252,10/26/12,00:00,676.50,683.03,671.20,675.15
253,10/31/12,00:00,679.86,681.00,675.00,680.2976
254,11/01/12,00:00,679.50,690.90,678.72,687.59
255,11/02/12,00:00,694.79,695.55,687.37,687.918
256,11/05/12,00:00,684.50,686.86,675.56,682.96
257,11/06/12,00:00,685.48,686.50,677.55,681.72
258,11/07/12,00:00,675.00,678.232,666.49,667.12
259,11/08/12,00:00,670.20,671.49,651.23,652.29
260,11/09/12,00:00,654.65,668.34,650.30,663.03
261,11/12/12,00:00,663.75,669.80,660.87,665.90
262,11/13/12,00:00,663.00,667.60,658.23,659.0532
263,11/14/12,00:00,660.66,662.18,650.50,652.55
264,11/15/12,00:00,650.00,660.00,643.896,647.26
265,11/16/12,00:00,645.99,653.015,636.00,647.18
266,11/19/12,00:00,655.70,668.92,655.53,668.21
267,11/20/12,00:00,669.51,678.00,664.57,669.97
268,11/21/12,00:00,668.99,669.80,660.40,665.87
269,11/23/12,00:00,669.97,670.00,666.10,667.97
270,11/26/12,00:00,666.44,667.00,659.02,661.15
271,11/27/12,00:00,660.17,675.00,658.00,670.71
272,11/28/12,00:00,668.01,684.91,663.89,683.67
